model_id,feature,coefficient
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,153527,-0.0347567116084568
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,388962,-0.0972059314603862
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,3476,-0.0570272762137817
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,10632,0.386987908282933
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,6224,0.0195428668721886
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,3385,-0.409299162558303
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,2483,-0.0077023427167443
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,3015,0.299554587871821
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,6144,0.0805884536486999
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,4712,-0.103891546099391
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,2079,0.14674049511105
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,55262,0.159599147044157
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,132299,-0.0514725863770525
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,29889,-0.263567140221019
glmnet_dev_fdr_concordant_auc_k100_a05_lambda.min_clin,clinical_gender_male,-0.0224526063672608
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.1se_gene,(Intercept),0.36301806657023
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.1se_gene,1069,-0.14360130801902
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.1se_gene,51258,-0.597383285306487
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.1se_clin,(Intercept),0.343405477790369
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.1se_clin,51258,-0.397369657890624
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,(Intercept),0.426965099534526
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,6166,-0.260047815600801
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,1069,-0.676984278941481
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,51258,-0.890464668395932
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,6727,0.0831504383366548
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,3945,-0.056789152530951
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,6645,0.317427994739912
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,6171,0.211238519944988
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,3385,-0.161507533246194
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_gene,29889,-0.160560802991118
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,(Intercept),0.433670449435554
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,6166,-0.270786084627228
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,1069,-0.710409264625777
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,51258,-0.961075986489879
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,6727,0.180447861606959
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,3945,-0.0594035494994856
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,6645,0.343887136341294
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,6171,0.202927587509992
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,3385,-0.201246019791854
glmnet_dev_fdr_concordant_auc_k100_a1_lambda.min_clin,29889,-0.185803894586626
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,(Intercept),0.332344595535532
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,4694,-0.00109348053708419
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,4725,-0.0010211061661768
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,6166,-0.000966555468686579
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,6230,-0.00099182154238802
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_gene,1069,-0.00102880692252327
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,(Intercept),0.332372044896849
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,4694,-0.00109347915750626
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,4725,-0.00102110633276061
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,6166,-0.000966555345888948
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,6230,-0.000991820730738021
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,1069,-0.0010288056234601
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.1se_clin,clinical_gender_male,-7.76669865474163e-05
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,(Intercept),0.40151320645731
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,4694,-0.287161987131717
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,4725,-0.215518526207697
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,6166,-0.300487104612823
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,6230,-0.231078045593883
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_gene,1069,-0.339269603560883
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,(Intercept),0.554751233984028
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,4694,-0.413701492654031
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,4725,-0.0870582890844283
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,6166,-0.590238204285971
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,6230,-0.235344697772229
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,1069,-0.67055302814102
glmnet_dev_nominal_concordant_auc_k5_a0_lambda.min_clin,clinical_gender_male,-0.2678826199332
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,(Intercept),0.335297685518108
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,4694,-0.110299907341686
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,4725,-0.0310156094189006
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,6166,-0.00819640554144963
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,6230,-0.00886148889438767
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_gene,1069,-0.0530779996565436
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_clin,(Intercept),0.3325548847911
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.1se_clin,4694,-0.0514433588021569
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,(Intercept),0.341194141693693
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,4694,-0.146452896667283
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,4725,-0.0554609360840764
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,6166,-0.0498424906001766
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,6230,-0.0359670198034823
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_gene,1069,-0.0983364840545801
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,(Intercept),0.3900930697874
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,4694,-0.303015486647061
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,4725,-0.101611744070883
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,6166,-0.275774077571761
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,6230,-0.134437936714056
glmnet_dev_nominal_concordant_auc_k5_a05_lambda.min_clin,1069,-0.345546985125835
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.1se_gene,(Intercept),0.333266830262162
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.1se_gene,4694,-0.108861820004218
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.1se_clin,(Intercept),0.335563865958247
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.1se_clin,4694,-0.208524788006111
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_gene,(Intercept),0.410907213257681
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_gene,4694,-0.48626069659443
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_gene,6166,-0.413281894647409
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_gene,1069,-0.503144537481842
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_clin,(Intercept),0.40569593382696
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_clin,4694,-0.485212250566946
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_clin,6166,-0.382950769853319
glmnet_dev_nominal_concordant_auc_k5_a1_lambda.min_clin,1069,-0.472716201261578
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,(Intercept),0.382571646157339
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,4694,-0.130120095587712
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,4725,-0.105571656987905
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,6166,-0.141198730664625
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,6230,-0.107370008697156
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,1069,-0.152206133150329
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,51506,-0.0817473165891478
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,51258,-0.144830694076853
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,6119,-0.0976841789210376
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,7388,-0.0762163421997366
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_gene,10063,-0.0974806464463023
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,(Intercept),0.332376239818182
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,4694,-0.00106543799979971
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,4725,-0.000994752220692996
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,6166,-0.000942268781951596
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,6230,-0.000966183731453108
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,1069,-0.00100286514629443
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,51506,-0.000867530473425029
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,51258,-0.00108993846675996
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,6119,-0.000951864576587217
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,7388,-0.000925273936782176
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,10063,-0.00095912853821949
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.1se_clin,clinical_gender_male,-7.5910378939259e-05
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,(Intercept),0.460064484287441
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,4694,-0.336079258394429
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,4725,-0.0208756379031876
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,6166,-0.516832664730518
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,6230,-0.209085993573166
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,1069,-0.651758782326926
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,51506,-0.00133481657286182
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,51258,-0.599989695320338
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,6119,-0.0892183336115235
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,7388,0.380698685969088
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_gene,10063,0.035228987336641
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,(Intercept),0.543818603229895
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,4694,-0.30521166154213
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,4725,-0.0435789768119359
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,6166,-0.496998527769077
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,6230,-0.196344588173061
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,1069,-0.6103254568643
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,51506,-0.0155349528396477
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,51258,-0.544152991987467
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,6119,-0.0953459301951782
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,7388,0.316353407546464
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,10063,0.0157052977813966
glmnet_dev_nominal_concordant_auc_k10_a0_lambda.min_clin,clinical_gender_male,-0.245881452725432
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_gene,(Intercept),0.332654460958184
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_gene,4694,-0.0199560852982445
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_gene,51258,-0.0432211773865792
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_clin,(Intercept),0.332654460958184
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_clin,4694,-0.0199560852982445
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.1se_clin,51258,-0.0432211773865792
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,(Intercept),0.467495039621278
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,4694,-0.164711470429449
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,6166,-0.563234597592064
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,6230,-0.0305389962651284
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,1069,-0.710447640640935
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,51258,-0.757026779512305
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_gene,7388,0.195534276249103
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,(Intercept),0.686635155092206
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,4694,-0.430237761437878
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,6166,-0.670533227176887
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,6230,-0.40903025127644
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,1069,-0.941176556770355
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,51258,-1.28907354728692
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,6119,-0.145009802686008
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,7388,1.42276874820394
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,10063,0.167310447078428
glmnet_dev_nominal_concordant_auc_k10_a05_lambda.min_clin,clinical_gender_male,-0.448158277287583
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.1se_gene,(Intercept),0.333323185837003
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.1se_gene,51258,-0.111460722025748
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.1se_clin,(Intercept),0.333323185837003
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.1se_clin,51258,-0.111460722025748
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,(Intercept),0.498551617046777
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,4694,-0.0301646593265977
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,6166,-0.635726727705469
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,6230,-0.0749641214160165
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,1069,-0.853038946646007
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,51258,-1.2458016802139
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_gene,7388,0.669310818800297
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,(Intercept),0.66312491268695
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,4694,-0.229536533227715
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,6166,-0.681609996056221
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,6230,-0.314209552462486
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,1069,-0.897728194409839
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,51258,-1.39730881536015
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,6119,-0.0110135591579531
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,7388,1.2701713899846
glmnet_dev_nominal_concordant_auc_k10_a1_lambda.min_clin,clinical_gender_male,-0.37541615008947
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,(Intercept),0.384858172527249
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,4694,-0.122821477954732
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,4725,-0.087462982470627
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,6166,-0.141866790756795
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,6230,-0.0970705626320836
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,1069,-0.16695507537268
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,51506,-0.0704292818539499
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,51258,-0.1433704513595
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,6119,-0.0797715722123301
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,7388,-0.0521446809023967
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,10063,-0.0857319977151468
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,23218,0.0105200983825939
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,7979,-0.0911240770403568
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,539,-0.034539494436957
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,6233,-0.0870829927922719
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_gene,521,-0.072051325584336
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,(Intercept),0.333679666508076
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,4694,-0.00995990448454945
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,4725,-0.00924292571609
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,6166,-0.00888605478759889
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,6230,-0.00898584461196105
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,1069,-0.00948384578796807
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,51506,-0.00802684940373688
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,51258,-0.010222963967206
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,6119,-0.00882996691281892
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,7388,-0.00852506819100848
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,10063,-0.00890643171856427
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,23218,0.00565719719604582
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,7979,-0.00913083017684336
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,539,-0.00810060140859659
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,6233,-0.00731186693743272
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,521,-0.00883309374098832
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.1se_clin,clinical_gender_male,-0.000769458260620325
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,(Intercept),0.467570701906617
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,4694,-0.31340278233612
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,4725,-0.0565239780995107
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,6166,-0.415882940265732
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,6230,-0.236266509826483
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,1069,-0.598614699265506
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,51506,-0.0778770008149286
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,51258,-0.521089511984677
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,6119,-0.123951245036212
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,7388,0.220879664894749
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,10063,-0.0479500013351368
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,23218,-0.113311655124396
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,7979,-0.121492370903455
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,539,0.342488967875773
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,6233,-0.176576977615393
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_gene,521,0.0326957772615753
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,(Intercept),0.446377989933762
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,4694,-0.1897477647758
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,4725,-0.0913053956878472
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,6166,-0.257297304343778
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,6230,-0.138053288915342
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,1069,-0.332394751428841
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,51506,-0.0760458287782285
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,51258,-0.259085861254771
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,6119,-0.0873339486519521
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,7388,0.011640553503611
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,10063,-0.0914868594573774
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,23218,-0.0453378610409503
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,7979,-0.109173045851339
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,539,0.0599533831709735
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,6233,-0.123378057050995
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,521,-0.0498061946516376
glmnet_dev_nominal_concordant_auc_k15_a0_lambda.min_clin,clinical_gender_male,-0.0956540153901393
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_gene,(Intercept),0.332654460958184
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_gene,4694,-0.0199560852982445
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_gene,51258,-0.0432211773865792
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_clin,(Intercept),0.33371427614672
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_clin,4694,-0.052680409200616
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_clin,1069,-0.00461772176244074
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.1se_clin,51258,-0.0782854420779509
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,(Intercept),0.613058635831091
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,4694,-0.801097433728786
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,6166,-0.435167782792299
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,6230,-0.684567744443232
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,1069,-0.970435021788357
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,51258,-1.54900227302999
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,6119,-0.496540409900773
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,7388,1.06914761564046
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,10063,0.117065818461974
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,7979,-0.106005840138359
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,539,1.55730600300526
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,6233,-0.47779096018163
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_gene,521,0.245804944289454
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,(Intercept),0.706069321641132
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,4694,-0.477617316036883
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,6166,-0.548561033185527
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,6230,-0.486632844538816
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,1069,-0.895682932959864
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,51258,-1.27235839190754
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,6119,-0.315978776213497
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,7388,0.815060990936498
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,539,1.13558112923919
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,6233,-0.331959088936949
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,521,6.4225940190157e-05
glmnet_dev_nominal_concordant_auc_k15_a05_lambda.min_clin,clinical_gender_male,-0.374219094780387
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_gene,(Intercept),0.380215277801293
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_gene,6166,-0.0904677497501353
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_gene,1069,-0.257118811550833
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_gene,51258,-0.64058866631876
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_clin,(Intercept),0.333323185837003
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.1se_clin,51258,-0.111460722025748
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,(Intercept),0.605949669578597
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,4694,-0.56773480198998
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,6166,-0.489948272007827
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,6230,-0.59372175390936
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,1069,-0.922436051814123
glmnet_dev_nominal_concordant_auc_k15_a1_lambda.min_gene,51258,-1.52469416294302
